customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS01337,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,67.16,3904.96,No
CUS01338,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.57,7083.63,No
CUS01339,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,104.26,1928.22,No
CUS01340,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,39.69,2641.59,No
CUS01341,Male,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.46,3158.1,No
CUS01342,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.95,4260.69,No
CUS01343,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,72.32,2713.86,No
CUS01344,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,118.23,4128.71,No
CUS01345,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),55.71,3193.1,No
CUS01346,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.41,1480.07,No
CUS01347,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.8,-17.77,Yes
CUS01348,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),109.53,869.14,Yes
CUS01349,Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.6,398.59,No
CUS01350,Male,0,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.61,4653.92,Yes
CUS01351,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,65.17,1614.49,No
CUS01352,Female,1,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,19.08,1158.44,No
CUS01353,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,108.13,1867.11,No
CUS01354,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,85.11,4867.69,No
CUS01355,Female,1,Yes,No,64,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.22,5849.54,No
CUS01356,Female,0,No,No,68,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,79.75,5391.36,No
CUS01357,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.44,1399.97,Yes
CUS01358,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.35,4534.33,No
CUS01359,Female,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.01,3223.39,No
CUS01360,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),52.45,1627.93,No
CUS01361,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),31.04,1526.28,No
CUS01362,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,23.06,1574.87,No
CUS01363,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,96.62,1353.26,No
CUS01364,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),51.42,2684.42,No
CUS01365,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.59,5057.58,No
CUS01366,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,89.14,6056.14,No
CUS01367,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,90.27,1242.84,No
CUS01368,Female,0,No,Yes,29,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.28,3057.0,Yes
CUS01369,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,99.88,2316.15,No
CUS01370,Female,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,87.81,3013.89,No
CUS01371,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),38.82,2595.55,No
CUS01372,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,102.06,1143.49,Yes
CUS01373,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),29.27,1351.24,No
CUS01374,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.56,2775.6,No
CUS01375,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.82,1799.51,Yes
CUS01376,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.05,3506.67,No
CUS01377,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),113.12,7455.65,Yes
CUS01378,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,75.96,4050.48,No
CUS01379,Female,1,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,83.96,2905.29,Yes
CUS01380,Female,0,No,Yes,51,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.27,3914.13,Yes
CUS01381,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,26.8,543.76,No
CUS01382,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),48.52,1840.88,No
CUS01383,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,111.25,6766.12,No
CUS01384,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),42.07,2689.02,No
CUS01385,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.79,94.95,Yes
CUS01386,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,76.73,535.72,No
CUS01387,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.05,3567.02,Yes
CUS01388,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.03,1267.98,Yes
CUS01389,Male,0,Yes,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),62.9,102.12,No
CUS01390,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.48,1515.86,No
CUS01391,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.57,36.39,No
CUS01392,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.43,1693.79,Yes
CUS01393,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.47,3932.38,No
CUS01394,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),59.13,661.03,Yes
CUS01395,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.75,2591.58,No
CUS01396,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.37,2535.22,Yes
CUS01397,Male,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.55,6206.87,Yes
CUS01398,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.85,267.9,No
CUS01399,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),84.43,1012.46,No
CUS01400,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.6,730.46,No
CUS01401,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.72,1036.65,No
CUS01402,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),37.31,667.24,Yes
CUS01403,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),93.83,6452.61,No
CUS01404,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.12,2205.34,No
CUS01405,Female,0,Yes,No,70,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.0,5885.78,Yes
CUS01406,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.38,5267.28,No
CUS01407,Female,1,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.32,1615.15,No
CUS01408,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.51,943.59,Yes
CUS01409,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,88.55,4184.94,No
CUS01410,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),72.26,2031.16,No
CUS01411,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,22.98,1054.56,Yes
CUS01412,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,92.53,1656.29,No
CUS01413,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.3,4347.04,Yes
CUS01414,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,60.32,3548.42,No
CUS01415,Female,1,No,No,47,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),20.22,923.96,No
CUS01416,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.44,690.4,No
CUS01417,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,75.95,1412.42,No
CUS01418,Male,0,Yes,No,41,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.26,3891.89,No
CUS01419,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,26.8,1294.69,Yes
CUS01420,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.87,1196.43,No
CUS01421,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.63,4026.88,Yes
CUS01422,Male,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,41.82,2834.95,No
CUS01423,Male,1,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,67.1,1737.3,Yes
CUS01424,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,24.64,1304.89,No
CUS01425,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.5,1186.22,No
CUS01426,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.89,1610.55,Yes
CUS01427,Male,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,20.57,579.48,No
CUS01428,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,20.93,96.53,Yes
CUS01429,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.72,1037.15,No
CUS01430,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),42.76,2251.75,No
CUS01431,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.54,871.89,Yes
CUS01432,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.86,412.01,No
CUS01433,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,22.73,212.4,No
CUS01434,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,5292.94,No
CUS01435,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,89.35,3200.91,Yes
CUS01436,Female,0,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.35,1518.45,No
CUS01437,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,73.31,1894.65,Yes
CUS01438,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,33.61,1119.4,No
CUS01439,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.54,5868.94,Yes
CUS01440,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.41,1296.07,Yes
CUS01441,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.36,6544.76,Yes
CUS01442,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),74.98,1531.15,No
CUS01443,Female,0,No,Yes,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.68,833.64,Yes
CUS01444,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,88.17,1070.76,Yes
CUS01445,Male,0,No,Yes,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.0,2503.94,No
CUS01446,Male,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,59.37,3178.89,No
CUS01447,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),60.46,4123.19,No
CUS01448,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),33.29,883.77,No
CUS01449,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),66.22,3358.31,No
CUS01450,Female,0,No,No,64,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.77,2151.69,Yes
CUS01451,Female,1,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,35.6,1570.48,No
CUS01452,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),33.9,972.1,No
CUS01453,Female,0,Yes,Yes,22,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,66.56,1491.42,No
CUS01454,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.28,1001.51,No
CUS01455,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.65,1314.96,No
CUS01456,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.59,1390.75,No
CUS01457,Female,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,34.62,552.85,No
CUS01458,Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),64.73,3303.04,No
CUS01459,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),79.39,3486.46,No
CUS01460,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),23.75,1299.57,No
CUS01461,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,74.15,3957.92,No
CUS01462,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,110.41,837.7,Yes
CUS01463,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.86,502.73,Yes
CUS01464,Male,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.47,2875.37,No
CUS01465,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.37,3642.4,Yes
CUS01466,Female,1,Yes,Yes,21,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),72.16,1519.15,No
CUS01467,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,30.83,2157.68,Yes
CUS01468,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.96,6012.83,Yes
CUS01469,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,83.32,3057.3,No
CUS01470,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.2,6076.64,No
CUS01471,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,31.26,1353.61,No
CUS01472,Female,1,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.45,2363.01,Yes
CUS01473,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,83.93,2031.77,No
CUS01474,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.07,2645.92,No
CUS01475,Female,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.56,888.47,No
CUS01476,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.97,4144.91,No
CUS01477,Male,1,No,No,50,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),61.15,3066.58,No
CUS01478,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,33.43,1680.61,No
CUS01479,Female,0,No,No,51,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.92,5093.31,Yes
CUS01480,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.74,2623.89,Yes
CUS01481,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,82.69,1954.02,Yes
CUS01482,Male,0,No,Yes,57,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,23.62,1336.2,No
CUS01483,Female,0,No,Yes,39,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.05,3677.98,No
CUS01484,Male,1,No,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),40.0,1499.87,Yes
CUS01485,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),87.05,192.59,No
CUS01486,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.83,1323.79,No
CUS01487,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,27.37,32.72,No
CUS01488,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),71.77,1570.46,No
CUS01489,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.68,2598.46,No
CUS01490,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,96.55,892.87,Yes
CUS01491,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.71,3814.09,Yes
CUS01492,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.76,459.48,Yes
CUS01493,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.79,4545.34,No
CUS01494,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.71,2756.92,Yes
CUS01495,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.16,1350.35,Yes
CUS01496,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.31,2870.96,Yes
CUS01497,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.18,1280.89,No
CUS01498,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),67.66,253.72,No
CUS01499,Male,1,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,56.92,2914.37,No
CUS01500,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,109.49,5871.14,No
CUS01501,Male,0,Yes,Yes,22,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.91,1338.26,No
CUS01502,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,55.64,501.32,No
CUS01503,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.77,1325.53,Yes
CUS01504,Male,0,No,No,61,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),62.8,3819.58,No
CUS01505,Male,0,No,No,26,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.14,1798.4,No
CUS01506,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.93,525.88,No
CUS01507,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.6,2403.86,No
CUS01508,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),41.92,393.65,No
CUS01509,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),113.11,6307.22,No
CUS01510,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,81.75,2365.62,No
CUS01511,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.53,75.52,Yes
CUS01512,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),95.1,2661.17,No
CUS01513,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,88.7,1146.36,No
CUS01514,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),87.86,2102.48,No
CUS01515,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.89,896.04,No
CUS01516,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,82.52,3934.24,No
